locus_tag	ftype	length_bp	gene	EC_number	COG	product
HPFNLEKH_02554	gene	324				
HPFNLEKH_02554	CDS	324				hypothetical protein
HPFNLEKH_02555	gene	927				
HPFNLEKH_02555	CDS	927				hypothetical protein
HPFNLEKH_02556	gene	1110	yhdW			
HPFNLEKH_02556	CDS	1110	yhdW			Putative amino-acid ABC transporter-binding protein YhdW
HPFNLEKH_02557	gene	243				
HPFNLEKH_02557	CDS	243				hypothetical protein
HPFNLEKH_02558	gene	357				
HPFNLEKH_02558	CDS	357				hypothetical protein
HPFNLEKH_02559	gene	1914	engB			
HPFNLEKH_02559	CDS	1914	engB			GTP-binding protein EngB
HPFNLEKH_02560	gene	696				
HPFNLEKH_02560	CDS	696				hypothetical protein
HPFNLEKH_02561	gene	1785	rcsC_26			
HPFNLEKH_02561	CDS	1785	rcsC_26	2.7.13.3		Sensor histidine kinase RcsC
HPFNLEKH_02562	gene	549	frr			
HPFNLEKH_02562	CDS	549	frr		COG0233	Ribosome-recycling factor
HPFNLEKH_02563	gene	729	pyrH			
HPFNLEKH_02563	CDS	729	pyrH	2.7.4.22	COG0528	Uridylate kinase
HPFNLEKH_02564	gene	555				
HPFNLEKH_02564	CDS	555				hypothetical protein
HPFNLEKH_02565	gene	243				
HPFNLEKH_02565	CDS	243				hypothetical protein
HPFNLEKH_02566	gene	414	aroH			
HPFNLEKH_02566	CDS	414	aroH	5.4.99.5	COG4401	Chorismate mutase AroH
HPFNLEKH_02567	gene	822	sppA_2			
HPFNLEKH_02567	CDS	822	sppA_2	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
HPFNLEKH_02568	gene	297				
HPFNLEKH_02568	CDS	297				hypothetical protein
HPFNLEKH_02569	gene	768				
HPFNLEKH_02569	CDS	768				hypothetical protein
HPFNLEKH_02570	gene	126				
HPFNLEKH_02570	CDS	126				hypothetical protein
HPFNLEKH_02571	gene	435				
HPFNLEKH_02571	CDS	435				hypothetical protein
HPFNLEKH_02572	gene	612				
HPFNLEKH_02572	CDS	612				hypothetical protein
HPFNLEKH_02573	gene	516				
HPFNLEKH_02573	CDS	516				hypothetical protein
HPFNLEKH_02574	gene	960	cysK1_2			
HPFNLEKH_02574	CDS	960	cysK1_2	2.5.1.47	COG0031	O-acetylserine sulfhydrylase
HPFNLEKH_02575	gene	1437	pgcA_1			
HPFNLEKH_02575	CDS	1437	pgcA_1	5.4.2.2		Phosphoglucomutase
HPFNLEKH_02576	gene	591				
HPFNLEKH_02576	CDS	591		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
HPFNLEKH_02577	gene	375				
HPFNLEKH_02577	CDS	375				hypothetical protein
HPFNLEKH_02578	gene	591				
HPFNLEKH_02578	CDS	591				hypothetical protein
HPFNLEKH_02579	gene	288				
HPFNLEKH_02579	CDS	288				hypothetical protein
HPFNLEKH_02580	gene	765				
HPFNLEKH_02580	CDS	765				hypothetical protein
HPFNLEKH_02581	gene	306				
HPFNLEKH_02581	CDS	306				hypothetical protein
HPFNLEKH_02582	gene	120				
HPFNLEKH_02582	CDS	120				hypothetical protein
HPFNLEKH_02583	gene	1002				
HPFNLEKH_02583	CDS	1002				hypothetical protein
HPFNLEKH_02584	gene	720				
HPFNLEKH_02584	CDS	720				hypothetical protein
HPFNLEKH_02585	gene	837				
HPFNLEKH_02585	CDS	837				hypothetical protein
HPFNLEKH_02586	gene	1074				
HPFNLEKH_02586	CDS	1074				hypothetical protein
HPFNLEKH_02587	gene	642				
HPFNLEKH_02587	CDS	642				hypothetical protein
HPFNLEKH_02588	gene	147				
HPFNLEKH_02588	CDS	147				hypothetical protein
HPFNLEKH_02589	gene	954	ispE			
HPFNLEKH_02589	CDS	954	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
HPFNLEKH_02590	gene	318				
HPFNLEKH_02590	CDS	318				hypothetical protein
HPFNLEKH_02591	gene	894	rssB_2			
HPFNLEKH_02591	CDS	894	rssB_2			Regulator of RpoS
HPFNLEKH_02592	gene	921				
HPFNLEKH_02592	CDS	921				hypothetical protein
HPFNLEKH_02593	gene	1197				
HPFNLEKH_02593	CDS	1197				hypothetical protein
HPFNLEKH_02594	gene	315				
HPFNLEKH_02594	CDS	315				hypothetical protein
HPFNLEKH_02595	gene	2082				
HPFNLEKH_02595	CDS	2082		3.6.5.5	COG0699	Bacterial dynamin-like protein
HPFNLEKH_02596	gene	2526	norR			
HPFNLEKH_02596	CDS	2526	norR			Anaerobic nitric oxide reductase transcription regulator NorR
HPFNLEKH_02597	gene	93				
HPFNLEKH_02597	CDS	93				hypothetical protein
HPFNLEKH_02598	gene	1173	rpoD_1			
HPFNLEKH_02598	CDS	1173	rpoD_1			RNA polymerase sigma factor RpoD
HPFNLEKH_02599	gene	555				
HPFNLEKH_02599	CDS	555				hypothetical protein
HPFNLEKH_02600	gene	672				
HPFNLEKH_02600	CDS	672				hypothetical protein
HPFNLEKH_02601	gene	2658				
HPFNLEKH_02601	CDS	2658				hypothetical protein
HPFNLEKH_02602	gene	1380	pncB2			
HPFNLEKH_02602	CDS	1380	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
HPFNLEKH_02603	gene	603	nadD_2			
HPFNLEKH_02603	CDS	603	nadD_2	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
HPFNLEKH_02604	gene	747				
HPFNLEKH_02604	CDS	747				hypothetical protein
HPFNLEKH_02605	gene	417				
HPFNLEKH_02605	CDS	417				hypothetical protein
HPFNLEKH_02606	gene	1479	glgA_1			
HPFNLEKH_02606	CDS	1479	glgA_1	2.4.1.21	COG0297	Glycogen synthase
HPFNLEKH_02607	gene	921				
HPFNLEKH_02607	CDS	921				hypothetical protein
HPFNLEKH_02608	gene	1290	htrA_1			
HPFNLEKH_02608	CDS	1290	htrA_1			Putative serine protease HtrA
HPFNLEKH_02609	gene	372				
HPFNLEKH_02609	CDS	372				hypothetical protein
HPFNLEKH_02610	gene	1938	gyrB			
HPFNLEKH_02610	CDS	1938	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
HPFNLEKH_02611	gene	1461	gatA			
HPFNLEKH_02611	CDS	1461	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
HPFNLEKH_02612	gene	879				
HPFNLEKH_02612	CDS	879				hypothetical protein
HPFNLEKH_02613	gene	1353				
HPFNLEKH_02613	CDS	1353			COG2239	Magnesium transporter MgtE
HPFNLEKH_02614	gene	1002	pyrB			
HPFNLEKH_02614	CDS	1002	pyrB	2.1.3.2		Aspartate carbamoyltransferase
HPFNLEKH_02615	gene	381				
HPFNLEKH_02615	CDS	381				hypothetical protein
HPFNLEKH_02616	gene	183				
HPFNLEKH_02616	CDS	183				hypothetical protein
HPFNLEKH_02617	gene	327				
HPFNLEKH_02617	CDS	327				hypothetical protein
HPFNLEKH_02618	gene	321				
HPFNLEKH_02618	CDS	321				hypothetical protein
HPFNLEKH_02619	gene	1332				
HPFNLEKH_02619	CDS	1332				hypothetical protein
HPFNLEKH_02620	gene	1230				
HPFNLEKH_02620	CDS	1230				hypothetical protein
HPFNLEKH_02621	gene	690				
HPFNLEKH_02621	CDS	690				hypothetical protein
HPFNLEKH_02622	gene	186				
HPFNLEKH_02622	CDS	186				hypothetical protein
HPFNLEKH_02623	gene	315	cutA			
HPFNLEKH_02623	CDS	315	cutA		COG1324	Divalent-cation tolerance protein CutA
HPFNLEKH_02624	gene	324				
HPFNLEKH_02624	CDS	324				hypothetical protein
HPFNLEKH_02625	gene	471				
HPFNLEKH_02625	CDS	471				hypothetical protein
HPFNLEKH_02626	gene	198				
HPFNLEKH_02626	CDS	198				hypothetical protein
HPFNLEKH_02627	gene	273				
HPFNLEKH_02627	CDS	273				hypothetical protein
HPFNLEKH_02628	gene	1062	pkwA_4			
HPFNLEKH_02628	CDS	1062	pkwA_4	2.7.11.1		putative serine/threonine-protein kinase PkwA
HPFNLEKH_02629	gene	972	yjiA_1			
HPFNLEKH_02629	CDS	972	yjiA_1	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
HPFNLEKH_02630	gene	1299				
HPFNLEKH_02630	CDS	1299				hypothetical protein
HPFNLEKH_02631	gene	1107				
HPFNLEKH_02631	CDS	1107				hypothetical protein
HPFNLEKH_02632	gene	1284				
HPFNLEKH_02632	CDS	1284				hypothetical protein
HPFNLEKH_02633	gene	462				
HPFNLEKH_02633	CDS	462				hypothetical protein
HPFNLEKH_02634	gene	435				
HPFNLEKH_02634	CDS	435				hypothetical protein
HPFNLEKH_02635	gene	1803				
HPFNLEKH_02635	CDS	1803				hypothetical protein
HPFNLEKH_02636	gene	1071	mutS			
HPFNLEKH_02636	CDS	1071	mutS		COG0249	DNA mismatch repair protein MutS
HPFNLEKH_02637	gene	774				
HPFNLEKH_02637	CDS	774				hypothetical protein
HPFNLEKH_02638	gene	540				
HPFNLEKH_02638	CDS	540				hypothetical protein
HPFNLEKH_02639	gene	2685	tolB_6			
HPFNLEKH_02639	CDS	2685	tolB_6			Tol-Pal system protein TolB
HPFNLEKH_02640	gene	2271	mtgA_2			
HPFNLEKH_02640	CDS	2271	mtgA_2	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
HPFNLEKH_02641	gene	1179	serC			
HPFNLEKH_02641	CDS	1179	serC	2.6.1.52		Phosphoserine aminotransferase
HPFNLEKH_02642	gene	1212				
HPFNLEKH_02642	CDS	1212				hypothetical protein
HPFNLEKH_02643	gene	399				
HPFNLEKH_02643	CDS	399				hypothetical protein
HPFNLEKH_02644	gene	810				
HPFNLEKH_02644	CDS	810				hypothetical protein
HPFNLEKH_02645	gene	240				
HPFNLEKH_02645	CDS	240				hypothetical protein
HPFNLEKH_02646	gene	393				
HPFNLEKH_02646	CDS	393				hypothetical protein
HPFNLEKH_02647	gene	648				
HPFNLEKH_02647	CDS	648				hypothetical protein
HPFNLEKH_02648	gene	147				
HPFNLEKH_02648	CDS	147				hypothetical protein
HPFNLEKH_02649	gene	2466				
HPFNLEKH_02649	CDS	2466				hypothetical protein
HPFNLEKH_02650	gene	363	trpG			
HPFNLEKH_02650	CDS	363	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
HPFNLEKH_02651	gene	825	trpC_2			
HPFNLEKH_02651	CDS	825	trpC_2	4.1.1.48		Indole-3-glycerol phosphate synthase
HPFNLEKH_02652	gene	957				
HPFNLEKH_02652	CDS	957				Zinc-type alcohol dehydrogenase-like protein
HPFNLEKH_02653	gene	504				
HPFNLEKH_02653	CDS	504				hypothetical protein
HPFNLEKH_02654	gene	603				
HPFNLEKH_02654	CDS	603				hypothetical protein
HPFNLEKH_02655	gene	378				
HPFNLEKH_02655	CDS	378				hypothetical protein
HPFNLEKH_02656	gene	414				
HPFNLEKH_02656	CDS	414				hypothetical protein
HPFNLEKH_02657	gene	2577	tolB_7			
HPFNLEKH_02657	CDS	2577	tolB_7			Tol-Pal system protein TolB
HPFNLEKH_02658	gene	1251	sigA2_2			
HPFNLEKH_02658	CDS	1251	sigA2_2		COG0568	RNA polymerase sigma factor SigA2
HPFNLEKH_02659	gene	453	gpsA			
HPFNLEKH_02659	CDS	453	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
HPFNLEKH_02660	gene	1206				
HPFNLEKH_02660	CDS	1206				hypothetical protein
HPFNLEKH_02661	gene	558				
HPFNLEKH_02661	CDS	558		1.11.1.15		Peroxiredoxin
HPFNLEKH_02662	gene	243				
HPFNLEKH_02662	CDS	243				hypothetical protein
HPFNLEKH_02663	gene	744	rtcA			
HPFNLEKH_02663	CDS	744	rtcA	6.5.1.4	COG0430	RNA 3'-terminal phosphate cyclase
HPFNLEKH_02664	gene	1473	glmM			
HPFNLEKH_02664	CDS	1473	glmM	5.4.2.10		Phosphoglucosamine mutase
HPFNLEKH_02665	gene	372				
HPFNLEKH_02665	CDS	372				hypothetical protein
HPFNLEKH_02666	gene	2040				
HPFNLEKH_02666	CDS	2040				hypothetical protein
HPFNLEKH_02667	gene	642	ruvA			
HPFNLEKH_02667	CDS	642	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
HPFNLEKH_02668	gene	750	mfppA			
HPFNLEKH_02668	CDS	750	mfppA	3.1.3.79	COG0561	Mannosylfructose-phosphate phosphatase
HPFNLEKH_02669	gene	1095	mmpA			
HPFNLEKH_02669	CDS	1095	mmpA	3.4.24.-	COG0750	Metalloprotease MmpA
HPFNLEKH_02670	gene	402				
HPFNLEKH_02670	CDS	402		3.1.-.-	COG3744	Ribonuclease VapC22
HPFNLEKH_02671	gene	222				
HPFNLEKH_02671	CDS	222				hypothetical protein
HPFNLEKH_02672	gene	1389				
HPFNLEKH_02672	CDS	1389				hypothetical protein
HPFNLEKH_02673	gene	1044	mtnA			
HPFNLEKH_02673	CDS	1044	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
HPFNLEKH_02674	gene	1242				
HPFNLEKH_02674	CDS	1242				IS200/IS605 family transposase IS891
HPFNLEKH_02675	gene	1017	ltxB_2			
HPFNLEKH_02675	CDS	1017	ltxB_2	7.4.2.5	COG2274	Leukotoxin export ATP-binding protein LtxB
HPFNLEKH_02676	gene	378				
HPFNLEKH_02676	CDS	378				hypothetical protein
HPFNLEKH_02677	gene	429				
HPFNLEKH_02677	CDS	429				hypothetical protein
HPFNLEKH_02678	gene	933	crtB			
HPFNLEKH_02678	CDS	933	crtB	2.5.1.32		15-cis-phytoene synthase
HPFNLEKH_02679	gene	1440	pds_2			
HPFNLEKH_02679	CDS	1440	pds_2	1.3.5.5	COG3349	15-cis-phytoene desaturase
HPFNLEKH_02680	gene	255				
HPFNLEKH_02680	CDS	255				hypothetical protein
HPFNLEKH_02681	gene	408	vapC_1			
HPFNLEKH_02681	CDS	408	vapC_1	3.1.-.-	COG1487	tRNA(fMet)-specific endonuclease VapC
HPFNLEKH_02682	gene	426				
HPFNLEKH_02682	CDS	426				hypothetical protein
HPFNLEKH_02683	gene	669				
HPFNLEKH_02683	CDS	669				hypothetical protein
HPFNLEKH_02684	gene	333				
HPFNLEKH_02684	CDS	333				hypothetical protein
HPFNLEKH_02685	gene	606				
HPFNLEKH_02685	CDS	606				hypothetical protein
HPFNLEKH_02686	gene	915				
HPFNLEKH_02686	CDS	915				hypothetical protein
HPFNLEKH_02687	gene	609				
HPFNLEKH_02687	CDS	609				hypothetical protein
HPFNLEKH_02688	gene	429				
HPFNLEKH_02688	CDS	429				hypothetical protein
HPFNLEKH_02689	gene	870	htpX_3			
HPFNLEKH_02689	CDS	870	htpX_3	3.4.24.-	COG0501	Protease HtpX 
HPFNLEKH_02690	gene	729	rnc_1			
HPFNLEKH_02690	CDS	729	rnc_1	3.1.26.3	COG0571	Ribonuclease 3
HPFNLEKH_02691	gene	1071	iolG_3			
HPFNLEKH_02691	CDS	1071	iolG_3	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
HPFNLEKH_02692	gene	630				
HPFNLEKH_02692	CDS	630				hypothetical protein
HPFNLEKH_02693	gene	1593	metG			
HPFNLEKH_02693	CDS	1593	metG	6.1.1.10	COG0143	Methionine--tRNA ligase
HPFNLEKH_02694	gene	462	trmL			
HPFNLEKH_02694	CDS	462	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
HPFNLEKH_02695	gene	1140	gshA			
HPFNLEKH_02695	CDS	1140	gshA	6.3.2.2		Glutamate--cysteine ligase
HPFNLEKH_02696	gene	1077				
HPFNLEKH_02696	CDS	1077				hypothetical protein
HPFNLEKH_02697	gene	645				
HPFNLEKH_02697	CDS	645				hypothetical protein
HPFNLEKH_02698	gene	444				
HPFNLEKH_02698	CDS	444				hypothetical protein
HPFNLEKH_02699	gene	1173				
HPFNLEKH_02699	CDS	1173				hypothetical protein
HPFNLEKH_02700	gene	819				
HPFNLEKH_02700	CDS	819				hypothetical protein
HPFNLEKH_02701	gene	231				
HPFNLEKH_02701	CDS	231				hypothetical protein
HPFNLEKH_02702	gene	1437	dac			
HPFNLEKH_02702	CDS	1437	dac	3.4.16.4		D-alanyl-D-alanine carboxypeptidase
HPFNLEKH_02703	gene	1803				
HPFNLEKH_02703	CDS	1803				hypothetical protein
HPFNLEKH_02704	gene	234				
HPFNLEKH_02704	CDS	234				hypothetical protein
HPFNLEKH_02705	gene	1218				
HPFNLEKH_02705	CDS	1218				ISAzo13 family transposase ISMae28
HPFNLEKH_02706	gene	735				
HPFNLEKH_02706	CDS	735				hypothetical protein
HPFNLEKH_02707	gene	273				
HPFNLEKH_02707	CDS	273				hypothetical protein
HPFNLEKH_02708	gene	324				
HPFNLEKH_02708	CDS	324				hypothetical protein
HPFNLEKH_02709	gene	1203				
HPFNLEKH_02709	CDS	1203				hypothetical protein
HPFNLEKH_02710	gene	606				
HPFNLEKH_02710	CDS	606				hypothetical protein
HPFNLEKH_02711	gene	1596				
HPFNLEKH_02711	CDS	1596				hypothetical protein
HPFNLEKH_02712	gene	591	yedK			
HPFNLEKH_02712	CDS	591	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
HPFNLEKH_02713	gene	522	ycf3_5			
HPFNLEKH_02713	CDS	522	ycf3_5			Photosystem I assembly protein Ycf3
HPFNLEKH_02714	gene	291	gatC			
HPFNLEKH_02714	CDS	291	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
HPFNLEKH_02715	gene	525				
HPFNLEKH_02715	CDS	525				hypothetical protein
HPFNLEKH_02716	gene	855				
HPFNLEKH_02716	CDS	855				hypothetical protein
HPFNLEKH_02717	gene	1071	tdh			
HPFNLEKH_02717	CDS	1071	tdh	1.1.1.103		L-threonine 3-dehydrogenase
HPFNLEKH_02718	gene	501				
HPFNLEKH_02718	CDS	501				hypothetical protein
HPFNLEKH_02719	gene	1305	trpB_2			
HPFNLEKH_02719	CDS	1305	trpB_2	4.2.1.20		Tryptophan synthase beta chain
HPFNLEKH_02720	gene	276	cysO			
HPFNLEKH_02720	CDS	276	cysO		COG1977	Sulfur carrier protein CysO
HPFNLEKH_02721	gene	345				
HPFNLEKH_02721	CDS	345				hypothetical protein
HPFNLEKH_02722	gene	870	aroE			
HPFNLEKH_02722	CDS	870	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
HPFNLEKH_02723	gene	939	menH_5			
HPFNLEKH_02723	CDS	939	menH_5	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
HPFNLEKH_02724	gene	246				
HPFNLEKH_02724	CDS	246				hypothetical protein
HPFNLEKH_02725	gene	768				
HPFNLEKH_02725	CDS	768				hypothetical protein
HPFNLEKH_02726	gene	429				
HPFNLEKH_02726	CDS	429				hypothetical protein
HPFNLEKH_02727	gene	180				
HPFNLEKH_02727	CDS	180				hypothetical protein
HPFNLEKH_02728	gene	318				
HPFNLEKH_02728	CDS	318				hypothetical protein
HPFNLEKH_02729	gene	1428	pgcA_2			
HPFNLEKH_02729	CDS	1428	pgcA_2	5.4.2.2		Phosphoglucomutase
HPFNLEKH_02730	gene	1416	aspA			
HPFNLEKH_02730	CDS	1416	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
HPFNLEKH_02731	gene	972				
HPFNLEKH_02731	CDS	972				hypothetical protein
HPFNLEKH_02732	gene	660				
HPFNLEKH_02732	CDS	660				hypothetical protein
HPFNLEKH_02733	gene	264				
HPFNLEKH_02733	CDS	264				hypothetical protein
HPFNLEKH_02734	gene	312				
HPFNLEKH_02734	CDS	312				hypothetical protein
HPFNLEKH_02735	gene	1434				
HPFNLEKH_02735	CDS	1434				hypothetical protein
HPFNLEKH_02736	gene	645				
HPFNLEKH_02736	CDS	645				hypothetical protein
HPFNLEKH_02737	gene	1458	cph1_3			
HPFNLEKH_02737	CDS	1458	cph1_3	2.7.13.3		Phytochrome-like protein cph1
HPFNLEKH_02738	gene	456	rcp1_4			
HPFNLEKH_02738	CDS	456	rcp1_4			Response regulator rcp1
HPFNLEKH_02739	gene	258				
HPFNLEKH_02739	CDS	258				hypothetical protein
HPFNLEKH_02740	gene	588				
HPFNLEKH_02740	CDS	588				hypothetical protein
HPFNLEKH_02741	gene	408				
HPFNLEKH_02741	CDS	408				hypothetical protein
HPFNLEKH_02742	gene	294				
HPFNLEKH_02742	CDS	294				hypothetical protein
HPFNLEKH_02743	gene	300				
HPFNLEKH_02743	CDS	300				hypothetical protein
HPFNLEKH_02744	gene	384				
HPFNLEKH_02744	CDS	384				hypothetical protein
HPFNLEKH_02745	gene	489				
HPFNLEKH_02745	CDS	489				hypothetical protein
HPFNLEKH_02746	gene	405				
HPFNLEKH_02746	CDS	405				hypothetical protein
HPFNLEKH_02747	gene	723				
HPFNLEKH_02747	CDS	723				hypothetical protein
HPFNLEKH_02748	gene	402				
HPFNLEKH_02748	CDS	402				hypothetical protein
HPFNLEKH_02749	gene	243				
HPFNLEKH_02749	CDS	243				hypothetical protein
HPFNLEKH_02750	gene	486				
HPFNLEKH_02750	CDS	486				hypothetical protein
HPFNLEKH_02751	gene	243				
HPFNLEKH_02751	CDS	243				hypothetical protein
HPFNLEKH_02752	gene	372				
HPFNLEKH_02752	CDS	372				hypothetical protein
HPFNLEKH_02753	gene	435				
HPFNLEKH_02753	CDS	435				hypothetical protein
HPFNLEKH_02754	gene	1938				
HPFNLEKH_02754	CDS	1938				hypothetical protein
HPFNLEKH_02755	gene	747				
HPFNLEKH_02755	CDS	747				hypothetical protein
HPFNLEKH_02756	gene	561				
HPFNLEKH_02756	CDS	561				hypothetical protein
HPFNLEKH_02757	gene	228				
HPFNLEKH_02757	CDS	228				hypothetical protein
HPFNLEKH_02758	gene	417				
HPFNLEKH_02758	CDS	417				hypothetical protein
HPFNLEKH_02759	gene	942	cmpR_3			
HPFNLEKH_02759	CDS	942	cmpR_3		COG0583	HTH-type transcriptional activator CmpR
HPFNLEKH_02760	gene	225				
HPFNLEKH_02760	CDS	225				hypothetical protein
HPFNLEKH_02761	gene	678				
HPFNLEKH_02761	CDS	678				hypothetical protein
HPFNLEKH_02762	gene	300				
HPFNLEKH_02762	CDS	300				hypothetical protein
HPFNLEKH_02763	gene	1344	purA			
HPFNLEKH_02763	CDS	1344	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
HPFNLEKH_02764	gene	531				
HPFNLEKH_02764	CDS	531				Orange carotenoid-binding protein
HPFNLEKH_02765	gene	1299				
HPFNLEKH_02765	CDS	1299				hypothetical protein
HPFNLEKH_02766	gene	1059	gutB			
HPFNLEKH_02766	CDS	1059	gutB	1.1.1.-	COG1063	Sorbitol dehydrogenase
HPFNLEKH_02767	gene	297	pipB2_2			
HPFNLEKH_02767	CDS	297	pipB2_2		COG1357	Secreted effector protein PipB2
HPFNLEKH_02768	gene	1029	obg			
HPFNLEKH_02768	CDS	1029	obg	3.6.5.-		GTPase Obg
HPFNLEKH_02769	gene	675				
HPFNLEKH_02769	CDS	675				hypothetical protein
HPFNLEKH_02770	gene	1392				
HPFNLEKH_02770	CDS	1392				hypothetical protein
HPFNLEKH_02771	gene	1641				
HPFNLEKH_02771	CDS	1641				hypothetical protein
HPFNLEKH_02772	gene	693				
HPFNLEKH_02772	CDS	693				hypothetical protein
HPFNLEKH_02773	gene	294				
HPFNLEKH_02773	CDS	294				hypothetical protein
HPFNLEKH_02774	gene	612				
HPFNLEKH_02774	CDS	612				hypothetical protein
HPFNLEKH_02775	gene	77				
HPFNLEKH_02775	tRNA	77				tRNA-Arg(cct)
HPFNLEKH_02776	gene	1077				
HPFNLEKH_02776	CDS	1077				hypothetical protein
HPFNLEKH_02777	gene	1611				
HPFNLEKH_02777	CDS	1611				hypothetical protein
HPFNLEKH_02778	gene	309				
HPFNLEKH_02778	CDS	309				hypothetical protein
HPFNLEKH_02779	gene	540	petC1			
HPFNLEKH_02779	CDS	540	petC1	7.1.1.6	COG0723	Cytochrome b6-f complex iron-sulfur subunit 1
HPFNLEKH_02780	gene	1002	petA			
HPFNLEKH_02780	CDS	1002	petA			Cytochrome f
HPFNLEKH_02781	gene	2295	glgB			
HPFNLEKH_02781	CDS	2295	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
HPFNLEKH_02782	gene	1590				
HPFNLEKH_02782	CDS	1590				hypothetical protein
HPFNLEKH_02783	gene	1059				
HPFNLEKH_02783	CDS	1059				hypothetical protein
HPFNLEKH_02784	gene	762				
HPFNLEKH_02784	CDS	762				hypothetical protein
HPFNLEKH_02785	gene	801	trpA			
HPFNLEKH_02785	CDS	801	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
HPFNLEKH_02786	gene	318				
HPFNLEKH_02786	CDS	318				hypothetical protein
HPFNLEKH_02787	gene	213	ndhL			
HPFNLEKH_02787	CDS	213	ndhL	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit L
HPFNLEKH_02788	gene	1449	atpD_1			
HPFNLEKH_02788	CDS	1449	atpD_1	7.1.2.2		ATP synthase subunit beta
HPFNLEKH_02789	gene	414	atpC			
HPFNLEKH_02789	CDS	414	atpC			ATP synthase epsilon chain
HPFNLEKH_02790	gene	2196	cpoB_5			
HPFNLEKH_02790	CDS	2196	cpoB_5			Cell division coordinator CpoB
HPFNLEKH_02791	gene	207				
HPFNLEKH_02791	CDS	207				hypothetical protein
HPFNLEKH_02792	gene	855	iolS_2			
HPFNLEKH_02792	CDS	855	iolS_2	1.1.1.-	COG0667	Aldo-keto reductase IolS
HPFNLEKH_02793	gene	996	ilvC			
HPFNLEKH_02793	CDS	996	ilvC	1.1.1.86		Ketol-acid reductoisomerase (NADP(+))
HPFNLEKH_02794	gene	1359				
HPFNLEKH_02794	CDS	1359				IS200/IS605 family transposase ISAsp19
HPFNLEKH_02795	gene	1089	mshA_9			
HPFNLEKH_02795	CDS	1089	mshA_9	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
HPFNLEKH_02796	gene	192	rop			
HPFNLEKH_02796	CDS	192	rop			Regulatory protein rop
HPFNLEKH_02797	gene	369				
HPFNLEKH_02797	CDS	369				hypothetical protein
HPFNLEKH_02798	gene	357	tetA			
HPFNLEKH_02798	CDS	357	tetA			Tetracycline resistance protein, class C
HPFNLEKH_02799	gene	573	lacI			
HPFNLEKH_02799	CDS	573	lacI		COG1609	Lactose operon repressor
HPFNLEKH_02800	gene	525	nadC			
HPFNLEKH_02800	CDS	525	nadC	2.4.2.19	COG0157	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
HPFNLEKH_02801	gene	1785				
HPFNLEKH_02801	CDS	1785				hypothetical protein
HPFNLEKH_02802	gene	2157	pnp			
HPFNLEKH_02802	CDS	2157	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
HPFNLEKH_02803	gene	2229	psaB1_2			
HPFNLEKH_02803	CDS	2229	psaB1_2	1.97.1.12		Photosystem I P700 chlorophyll a apoprotein A2 1
HPFNLEKH_02804	gene	369				
HPFNLEKH_02804	CDS	369				hypothetical protein
HPFNLEKH_02805	gene	2070				
HPFNLEKH_02805	CDS	2070		3.4.21.26		Prolyl endopeptidase
HPFNLEKH_02806	gene	1152				
HPFNLEKH_02806	CDS	1152				hypothetical protein
HPFNLEKH_02807	gene	417				
HPFNLEKH_02807	CDS	417				hypothetical protein
HPFNLEKH_02808	gene	831	larE			
HPFNLEKH_02808	CDS	831	larE	4.4.1.37	COG1606	Pyridinium-3,5-bisthiocarboxylic acid mononucleotide synthase
HPFNLEKH_02809	gene	1368				
HPFNLEKH_02809	CDS	1368		1.14.-.-	COG2124	Putative cytochrome P450 135B1
HPFNLEKH_02810	gene	861	pkwA_5			
